age,annual_income,ethnicity,highest_education,marital_status,employment_status,preferred_ice_cream,owns_car,owns_home,choice
82,177000,caucasian,college,married,unemployed,chocolate,no,yes,party-a
56,56500,caucasian,graduate-professional,single,employed,chocolate,no,yes,party-a
48,57000,african-american,high-school,married,employed,chocolate,no,yes,party-b
65,41500,african-american,college,married,employed,vanilla,no,yes,party-a
73,112000,african-american,high-school,married,unemployed,vanilla,yes,yes,party-a
25,80500,other,college,married,employed,chocolate,no,no,party-a
83,26500,hispanic,college,married,employed,vanilla,no,yes,party-a
74,62000,hispanic,high-school,married,unemployed,chocolate,yes,no,party-a
82,83500,caucasian,high-school,single,unemployed,vanilla,yes,yes,party-a
19,23000,african-american,high-school,single,employed,vanilla,yes,no,party-a
29,20500,caucasian,graduate-professional,married,employed,chocolate,yes,yes,party-a
22,128000,caucasian,graduate-professional,single,unemployed,vanilla,yes,no,party-a
29,36000,african-american,high-school,single,employed,chocolate,yes,no,party-a
78,83500,african-american,high-school,married,unemployed,chocolate,yes,yes,party-a
69,43500,african-american,high-school,married,employed,vanilla,no,no,party-a
42,41500,asian,college,single,employed,vanilla,yes,yes,party-b
59,22500,asian,high-school,married,employed,vanilla,yes,yes,party-a
29,77500,hispanic,high-school,single,employed,vanilla,yes,yes,party-a
70,64500,african-american,graduate-professional,single,unemployed,vanilla,no,no,party-a
33,43000,hispanic,high-school,single,employed,vanilla,yes,yes,party-a
33,43500,caucasian,high-school,single,employed,chocolate,no,no,party-a
68,47500,asian,high-school,single,unemployed,chocolate,yes,yes,party-b
28,58000,african-american,high-school,single,unemployed,chocolate,yes,no,party-a
33,46500,african-american,high-school,single,employed,chocolate,yes,yes,party-a
36,37500,hispanic,high-school,single,employed,chocolate,no,no,party-b
77,30000,asian,not-high-school,married,unemployed,vanilla,yes,yes,party-a
45,50500,asian,high-school,single,employed,chocolate,no,no,party-b
33,54000,other,college,single,employed,vanilla,yes,no,party-a
26,91000,asian,high-school,single,employed,vanilla,no,no,party-a
36,29000,caucasian,high-school,single,employed,chocolate,yes,no,party-a
75,31000,african-american,college,married,employed,vanilla,yes,no,party-a
38,89000,african-american,college,single,employed,vanilla,yes,no,party-b
78,151000,hispanic,graduate-professional,married,unemployed,chocolate,yes,yes,party-a
27,62000,caucasian,graduate-professional,single,employed,vanilla,yes,no,party-a
67,66500,asian,college,single,employed,vanilla,yes,no,party-a
44,46500,caucasian,not-high-school,single,employed,chocolate,yes,no,party-b
55,28000,hispanic,college,single,employed,chocolate,no,no,party-b
31,33000,hispanic,not-high-school,single,employed,vanilla,no,no,party-b
78,28500,hispanic,graduate-professional,married,unemployed,chocolate,no,no,party-b
60,110000,african-american,college,married,employed,vanilla,yes,no,party-a
60,24000,other,not-high-school,single,employed,vanilla,yes,yes,party-b
26,91500,hispanic,college,single,employed,chocolate,yes,no,party-a
29,113500,hispanic,graduate-professional,single,employed,chocolate,no,yes,party-a
80,26000,hispanic,college,married,unemployed,chocolate,yes,yes,party-a
72,65000,african-american,high-school,married,unemployed,vanilla,yes,yes,party-b
19,63500,hispanic,high-school,single,employed,vanilla,yes,no,party-a
20,40500,asian,graduate-professional,single,employed,chocolate,no,no,party-b
47,65000,hispanic,high-school,married,employed,vanilla,yes,yes,party-a
37,78000,african-american,college,single,employed,chocolate,yes,no,party-b
69,71000,hispanic,college,married,employed,vanilla,yes,yes,party-a
59,44500,caucasian,high-school,married,employed,vanilla,yes,no,party-a
65,42000,other,high-school,married,unemployed,chocolate,yes,no,party-a
36,50000,caucasian,high-school,single,employed,chocolate,no,no,party-a
46,92500,hispanic,college,married,employed,vanilla,no,no,party-b
25,35000,other,graduate-professional,single,employed,vanilla,yes,yes,party-b
23,97500,asian,graduate-professional,married,employed,vanilla,yes,yes,party-a
39,97000,asian,high-school,single,employed,vanilla,yes,no,party-b
56,56500,hispanic,graduate-professional,married,employed,vanilla,no,no,party-b
38,59000,hispanic,college,single,employed,chocolate,no,no,party-a
34,17000,hispanic,high-school,single,employed,vanilla,yes,no,party-b
32,49500,asian,graduate-professional,single,unemployed,chocolate,yes,no,party-a
27,54000,african-american,graduate-professional,single,employed,chocolate,yes,no,party-a
26,35000,african-american,high-school,single,employed,vanilla,yes,no,party-a
65,56000,hispanic,college,married,employed,chocolate,yes,no,party-a
78,65000,asian,college,married,unemployed,chocolate,yes,yes,party-a
25,127500,asian,college,married,unemployed,chocolate,no,no,party-b
80,65500,caucasian,college,single,unemployed,vanilla,yes,yes,party-a
39,48000,hispanic,college,married,employed,chocolate,no,yes,party-a
37,75000,asian,college,single,unemployed,chocolate,no,no,party-a
33,117500,hispanic,graduate-professional,single,employed,vanilla,yes,yes,party-b
66,34500,caucasian,not-high-school,single,employed,vanilla,no,no,party-a
31,85500,caucasian,college,single,employed,chocolate,yes,yes,party-b
72,42000,african-american,high-school,married,unemployed,chocolate,yes,yes,party-a
44,63000,hispanic,college,single,employed,chocolate,yes,yes,party-b
84,26500,african-american,not-high-school,married,employed,vanilla,no,no,party-b
44,28000,hispanic,high-school,married,unemployed,chocolate,yes,no,party-b
43,29000,asian,not-high-school,single,employed,chocolate,yes,no,party-a
22,54000,other,high-school,single,employed,chocolate,yes,no,party-a
60,74000,asian,college,married,employed,vanilla,yes,no,party-a
63,36000,other,high-school,single,unemployed,vanilla,yes,no,party-b
46,60000,african-american,college,single,employed,vanilla,yes,no,party-a
78,39500,asian,graduate-professional,married,employed,chocolate,yes,no,party-a
74,59500,hispanic,high-school,married,unemployed,vanilla,no,no,party-b
52,62000,asian,not-high-school,married,employed,vanilla,yes,yes,party-b
33,139500,hispanic,graduate-professional,single,employed,chocolate,yes,no,party-b
61,114500,other,graduate-professional,married,employed,chocolate,yes,no,party-b
44,74000,other,high-school,married,employed,vanilla,no,no,party-b
34,23000,other,not-high-school,single,employed,chocolate,no,no,party-a
76,88500,hispanic,college,single,unemployed,vanilla,no,yes,party-a
64,31500,caucasian,graduate-professional,married,employed,chocolate,yes,no,party-a
76,34500,asian,high-school,married,employed,chocolate,yes,yes,party-a
80,38500,caucasian,graduate-professional,married,employed,vanilla,yes,yes,party-a
45,28500,african-american,high-school,married,employed,chocolate,yes,no,party-b
39,54000,caucasian,graduate-professional,married,employed,vanilla,yes,no,party-a
27,67500,other,high-school,married,employed,chocolate,yes,yes,party-a
78,23500,african-american,high-school,married,employed,chocolate,yes,no,party-b
21,28500,caucasian,high-school,married,employed,chocolate,yes,no,party-a
64,44500,caucasian,graduate-professional,married,employed,chocolate,yes,yes,party-a
23,220000,african-american,graduate-professional,single,unemployed,chocolate,yes,yes,party-a
37,21000,african-american,high-school,married,employed,vanilla,no,yes,party-a
38,30500,other,college,single,employed,vanilla,yes,no,party-b
56,68500,asian,college,married,employed,vanilla,yes,no,party-b
19,38500,hispanic,college,single,unemployed,chocolate,yes,no,party-a
62,23500,other,not-high-school,married,employed,chocolate,yes,no,party-b
83,47000,caucasian,graduate-professional,married,unemployed,vanilla,yes,yes,party-a
72,43500,caucasian,high-school,married,unemployed,vanilla,yes,no,party-b
47,41000,other,graduate-professional,married,employed,vanilla,no,no,party-b
32,53000,caucasian,graduate-professional,married,employed,vanilla,no,no,party-b
70,54500,african-american,college,married,employed,vanilla,yes,no,party-a
49,40000,hispanic,high-school,single,employed,chocolate,no,no,party-b
63,152500,hispanic,college,single,employed,chocolate,yes,yes,party-b
36,87000,caucasian,graduate-professional,single,unemployed,vanilla,yes,yes,party-b
73,19000,hispanic,high-school,married,employed,vanilla,yes,yes,party-a
58,30500,other,high-school,married,employed,chocolate,yes,yes,party-b
26,28000,hispanic,college,single,employed,chocolate,no,yes,party-b
75,104500,other,high-school,single,unemployed,chocolate,no,yes,party-b
56,47500,african-american,college,married,employed,chocolate,yes,yes,party-a
78,20000,african-american,high-school,married,employed,chocolate,no,no,party-a
80,54000,caucasian,high-school,single,unemployed,vanilla,no,yes,party-a
42,58000,other,high-school,single,employed,chocolate,no,no,party-a
49,65500,african-american,high-school,single,employed,vanilla,no,no,party-a
36,102500,other,graduate-professional,married,employed,chocolate,no,yes,party-a
67,64500,african-american,college,married,employed,vanilla,no,no,party-a
81,80000,caucasian,college,married,employed,chocolate,no,yes,party-a
48,49000,caucasian,high-school,single,employed,chocolate,yes,no,party-a
64,102500,asian,high-school,single,employed,vanilla,no,no,party-b
26,73500,caucasian,high-school,single,employed,chocolate,yes,yes,party-a
20,50500,hispanic,high-school,married,employed,vanilla,yes,no,party-a
82,69000,african-american,high-school,married,unemployed,vanilla,no,yes,party-a
36,21500,hispanic,high-school,single,unemployed,chocolate,yes,no,party-b
76,122000,asian,high-school,married,unemployed,chocolate,yes,yes,party-b
24,89500,asian,graduate-professional,single,employed,vanilla,yes,no,party-a
32,75500,caucasian,high-school,single,employed,vanilla,yes,no,party-a
45,94000,african-american,high-school,single,employed,chocolate,no,no,party-a
35,188500,hispanic,graduate-professional,married,unemployed,vanilla,yes,no,party-b
72,180000,asian,graduate-professional,married,unemployed,vanilla,no,yes,party-a
19,58000,caucasian,not-high-school,married,employed,vanilla,no,no,party-a
25,26000,asian,high-school,single,employed,vanilla,yes,no,party-a
71,62000,asian,college,married,employed,chocolate,yes,yes,party-a
44,15000,caucasian,not-high-school,married,employed,chocolate,yes,no,party-b
52,59500,asian,high-school,single,employed,chocolate,yes,no,party-b
33,164000,other,college,single,employed,vanilla,no,no,party-b
42,59500,asian,college,single,unemployed,vanilla,yes,yes,party-b
68,44500,hispanic,graduate-professional,single,unemployed,vanilla,no,yes,party-a
69,110000,african-american,college,married,employed,vanilla,no,yes,party-a
47,27000,hispanic,high-school,married,employed,chocolate,yes,no,party-b
67,77000,caucasian,high-school,single,unemployed,vanilla,yes,no,party-a
64,70000,caucasian,college,married,employed,vanilla,yes,no,party-a
55,137000,caucasian,graduate-professional,married,employed,vanilla,no,yes,party-b
38,34000,asian,not-high-school,single,employed,chocolate,no,no,party-b
33,26000,hispanic,college,married,employed,vanilla,yes,no,party-b
84,36500,other,graduate-professional,married,unemployed,chocolate,no,yes,party-a
64,29000,asian,high-school,married,employed,vanilla,yes,no,party-b
26,77500,asian,graduate-professional,single,employed,vanilla,no,no,party-a
55,96500,other,graduate-professional,single,employed,vanilla,no,yes,party-b
59,43500,asian,high-school,married,employed,chocolate,yes,no,party-a
48,83000,caucasian,not-high-school,single,employed,chocolate,no,no,party-a
75,82000,other,college,married,unemployed,chocolate,no,yes,party-a
47,35000,caucasian,college,married,employed,vanilla,yes,no,party-b
35,45000,asian,high-school,married,unemployed,chocolate,no,no,party-a
69,31000,caucasian,high-school,married,employed,chocolate,no,no,party-b
29,115000,other,college,single,employed,chocolate,yes,yes,party-b
44,55500,other,college,married,employed,chocolate,yes,no,party-b
57,82500,caucasian,graduate-professional,married,employed,vanilla,no,yes,party-a
32,78500,caucasian,graduate-professional,married,employed,vanilla,no,no,party-a
72,60500,other,college,married,unemployed,chocolate,no,yes,party-a
76,64000,african-american,college,single,employed,vanilla,no,yes,party-a
37,22000,african-american,high-school,married,unemployed,chocolate,yes,no,party-b
36,63000,hispanic,high-school,single,employed,chocolate,yes,yes,party-b
61,48500,asian,high-school,married,employed,vanilla,yes,yes,party-b
42,62000,caucasian,graduate-professional,single,employed,chocolate,no,yes,party-b
71,103500,other,graduate-professional,single,employed,chocolate,yes,no,party-a
84,22000,caucasian,high-school,married,unemployed,vanilla,no,no,party-a
58,57500,other,graduate-professional,married,employed,vanilla,no,no,party-a
35,57500,hispanic,high-school,single,unemployed,chocolate,no,yes,party-b
82,37000,hispanic,high-school,married,employed,vanilla,yes,no,party-b
82,62500,african-american,graduate-professional,married,employed,chocolate,no,yes,party-a
30,27500,hispanic,college,married,employed,chocolate,yes,no,party-b
56,35500,african-american,not-high-school,married,employed,chocolate,yes,yes,party-a
64,79000,hispanic,high-school,married,employed,vanilla,yes,no,party-b
26,101000,asian,graduate-professional,single,employed,vanilla,yes,no,party-a
24,55500,asian,high-school,single,employed,chocolate,yes,no,party-a
65,145500,african-american,college,single,employed,chocolate,yes,yes,party-b
22,41500,asian,high-school,single,employed,vanilla,yes,no,party-b
69,148500,other,college,married,unemployed,vanilla,no,yes,party-a
74,192500,caucasian,high-school,single,unemployed,vanilla,yes,yes,party-b
24,36000,hispanic,high-school,single,unemployed,chocolate,yes,no,party-a
68,56000,african-american,not-high-school,married,unemployed,vanilla,yes,yes,party-b
55,74000,asian,graduate-professional,married,employed,chocolate,no,no,party-a
53,49000,african-american,high-school,single,unemployed,vanilla,no,yes,party-b
